season,nest_id,natalsite,egg_id,female_band,female_id,f_age,male_band,male_id,m_age,clutch_no,date_eggs_found,lay_date,estimated_lay,total_eggs_clutch,candled,candled_date,fertile,egg_length,egg_width,candling_weight,loss_parent,loss_id,date_parent_lost,egg_managed,management_reason,notes,eggs_recovered_date,age_recovered_eggs,notes_transfer,days_ai,date_egg_transferbackto_nest,age_donor_eggs,returned_remained_natal,foster_site,foster_nest_id,foster_f_band,foster_f_id,hatched,hatched_date,eggfail_outcome,eggfail_cause,eggfail_date,chickfail_outcome,chickfail_cause,chickfail_date,chick_transfer_date_zoo,notes_chick_transfer,age_chick_transfer,chick_captive_reared,days_chick_captive_reared,transfer_date_to_aviary,release_date_from_aviary,release_site,fledgling_id,band_date,chick_weight_banding,fledged,fledge_date,comments
2006/2007,217,Mangawhai,NA,RpG-M,C43876,9,RB-M,C43875,9,1,24/11/2006,24/11/2006,24/11/2006,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,13/12/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69013,2/01/2007,NA,1,14/01/2007,NA
2006/2007,218,Mangawhai,NA,M-pGR,C41567,5,pGY-M,C43813,8,1,29/11/2006,29/11/2006,29/11/2006,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,21/12/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69015,9/01/2007,NA,1,19/01/2007,m incorrectly labelled as pGW-M in seasonal report see DOC1014132
2006/2007,218,Mangawhai,NA,M-pGR,C41567,5,pGY-M,C43813,8,1,29/11/2006,29/11/2006,29/11/2006,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,21/12/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69016,9/01/2007,NA,1,19/01/2007,m incorrectly labelled as pGW-M in seasonal report see DOC1014132
2006/2007,219,Mangawhai,NA,pGB-M,C43785,7,Y-WM,C44015,3,1,23/12/2006,23/12/2006,23/12/2006,1,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,2/01/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69017,20/01/2007,NA,1,30/01/2007,NA
2006/2007,220,Mangawhai,NA,M-YB,C41553,6,pG-M,unknown,NA,1,28/12/2006,28/12/2006,28/12/2006,1,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,infertile,1/02/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2006/2007,221,Waipu,NA,M-WpG,C28712,7,WB-M,C42539,14,1,10/11/2006,10/11/2006,10/11/2006,1,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,disappeared,predated,20/11/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2006/2007,222,Waipu,NA,M-WpG,C28712,7,WB-M,C42539,14,2,29/11/2006,29/11/2006,29/11/2006,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,23/12/2006,NA,NA,NA,chick death,"possibly dog, puncture wounds",24/12/2006,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2006/2007,222,Waipu,NA,M-WpG,C28712,7,WB-M,C42539,14,2,1/12/2006,1/12/2006,1/12/2006,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,24/12/2006,NA,NA,NA,chick death,possibly dog,24/12/2006,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2006/2007,223,Waipu,NA,M-WpG,C28712,7,WB-M,C42539,14,3,6/01/2007,6/01/2007,6/01/2007,2,1,20/01/2007,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,30/01/2007,NA,NA,NA,chick death,clot in the heat,19/02/2007,NA,NA,NA,0,0,NA,NA,NA,C69019,16/02/2007,NA,0,NA,NA
2006/2007,223,Waipu,NA,M-WpG,C28712,7,WB-M,C42539,14,3,8/01/2007,8/01/2007,8/01/2007,2,1,20/01/2007,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,31/01/2007,NA,NA,NA,disappeared,unknown,27/02/2007,NA,NA,NA,0,0,NA,NA,NA,C69020,16/02/2007,NA,0,NA,NA
2006/2007,224,Waipu,NA,M-RW,C43984,7,BpG-M,C43879,9,1,16/11/2006,16/11/2006,16/11/2006,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,9/12/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69011,28/12/2006,NA,1,unknown,NA
2006/2007,224,Waipu,NA,M-RW,C43984,7,BpG-M,C43879,9,1,18/11/2006,18/11/2006,18/11/2006,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,11/12/2006,NA,NA,NA,disappeared,unknown,17/12/2007,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2006/2007,225,Waipu,NA,Y-BM,C41573,3,Y-RM,C41574,3,1,21/11/2006,21/11/2006,21/11/2006,1,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,0,NA,removed,embryo death,3/12/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2006/2007,226,Waipu,NA,M-YB,C41553,6,pG-M,unknown,NA,1,23/11/2006,23/11/2006,23/11/2006,2,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,17/12/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2006/2007,P272,Papakanui,NA,WpG-M,C42541,14,B-RM,C41571,3,2,28/11/2006,unknown,26/11/2006,1,1,7/12/2006,1,NA,NA,NA,0,NA,NA,ai,gale force winds,NA,7/12/2006,11,NA,unknown,unknown,unknown,1,NA,NA,NA,NA,1,19/12/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69014,3/12/2006,NA,1,10/01/2007,NA
2006/2007,P2721,Papakanui,NA,WpG-M,C42541,14,B-RM,C41571,3,1,15/11/2006,unknown,13/11/2006,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,pred,sus hedgehog,16/11/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2006/2007,P2721,Papakanui,NA,WpG-M,C42541,14,B-RM,C41571,3,1,15/11/2006,unknown,13/11/2006,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,pred,sus hedgehog,16/11/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2006/2007,P2722,Papakanui,NA,nil-M,C42540,14,B-pGM,C41570,4,1,24/11/2005,unknown,23/11/2005,2,0,NA,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,13/01/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2006/2007,P2722,Papakanui,NA,nil-M,C42540,14,B-pGM,C41570,4,1,24/11/2005,unknown,23/11/2005,2,0,NA,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,13/01/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2006/2007,P2723,Papakanui,NA,M-BY,C41563,5,M-RB,C41557,6,1,26/11/2006,unknown,25/11/2006,1,unknown,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,pred,pred unknown,30/11/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2006/2007,P2724,Papakanui,NA,M-BY,C41563,5,M-RB,C41557,6,2,11/12/2006,11/12/2006,11/12/2006,2,1,14/12/2006,1,NA,NA,NA,0,NA,NA,ai,gale force winds,NA,14/12/2006,3,NA,17,31/12/2006,20,1,NA,NA,NA,NA,0,NA,no hatch,embryo death,7/01/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2006/2007,P2724,Papakanui,NA,M-BY,C41563,5,M-RB,C41557,6,2,14/12/2006,unknown,12/12/2006,2,1,14/12/2006,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,14/12/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2006/2007,PA273,Pakiri,NA,M-WR,C28703,7,M-YW,C28709,7,1,23/11/2006,23/11/2006,23/11/2006,2,1,2/12/2006,1,NA,NA,NA,0,NA,NA,ai,high tides,NA,2/12/2006,9,NA,9,11/12/2006,18,1,NA,NA,NA,NA,0,NA,removed,damaged,16/12/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2006/2007,PA273,Pakiri,NA,M-WR,C28703,7,M-YW,C28709,7,1,25/11/2006,25/11/2006,25/11/2006,2,1,2/12/2006,1,NA,NA,NA,0,NA,NA,ai,high tides,NA,2/12/2006,7,NA,9,11/12/2006,16,1,NA,NA,NA,NA,0,NA,died hatching,respiratory failure,20/12/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2006/2007,PA2731,Pakiri,NA,M-WR,C28703,7,M-YW,C28709,7,2,2/01/2007,2/01/2007,2/01/2006,2,1,8/12/2006,1,NA,NA,NA,0,NA,NA,ai,high tides,NA,8/12/2006,6,NA,10,18/12/2006,16,1,NA,NA,NA,NA,1,25/01/2007,NA,NA,NA,chick death,bacterial sinusitis,6/02/2007,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2006/2007,PA2731,Pakiri,NA,M-WR,C28703,7,M-YW,C28709,7,2,2/01/2007,2/01/2007,2/01/2006,2,1,8/12/2006,1,NA,NA,NA,0,NA,NA,ai,high tides,NA,8/12/2006,6,NA,10,18/12/2006,16,1,NA,NA,NA,NA,1,26/01/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69018,15/02/2007,NA,1,unknown,NA
2007/2008,227,Mangawhai,NA,M-BpG,C41566,6,unbanded male,unbanded male,NA,1,22/11/2007,22/11/2007,22/11/2007,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,washed out,29/11/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,227,Mangawhai,NA,M-BpG,C41566,6,unbanded male,unbanded male,NA,1,26/11/2007,unknown,24/11/2007,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,washed out,29/11/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,228,Mangawhai,NA,M-BpG,C41566,6,unbanded male,unbanded male,NA,2,10/12/2007,10/12/2007,10/12/2007,1,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,"brought to zoo, on 10th candled and found clear on 13th brought to zoo on 12/12 - clear",NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,12/12/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,229,Mangawhai,NA,RpG-M,C43876,10,RB-M,C43875,10,1,22/12/2007,unknown,20/12/2007,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,12/01/2008,NA,NA,NA,disappeared,unknown,14/01/2009,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,229,Mangawhai,NA,RpG-M,C43876,10,RB-M,C43875,10,1,22/12/2007,unknown,20/12/2007,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,12/01/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69025,1/02/2009,NA,1,8/02/2009,NA
2007/2008,230,Mangawhai,NA,M-pGR,C41567,6,pGY-M,C43813,9,1,22/12/2007,unknown,20/12/2007,1,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,12/01/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69024,1/02/2009,NA,1,8/02/2009,m incorrectly labelled as pGW-M in seasonal report see DOC1014132
2007/2008,231,Mangawhai,NA,M-YB,C41553,7,Y-WM,C44015,4,1,27/12/2007,unknown,27/12/2007,1,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,disappeared,suspected predation,30/12/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,232,Waipu,NA,M-RW,C43984,8,BpG-M,C43879,10,1,19/11/2007,19/11/2007,19/11/2007,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,weather,NA,7/12/2007,18,NA,4,11/12/2007,22,0,Mangawhai,228,M-BpG,C41566,1,17/12/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69022,4/01/2009,NA,1,unknown,NA
2007/2008,232,Waipu,NA,M-RW,C43984,8,BpG-M,C43879,10,1,21/11/2007,21/11/2007,21/11/2007,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,weather,NA,7/12/2007,16,NA,4,11/12/2007,20,0,Mangawhai,228,M-BpG,C41566,1,17/12/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69021,4/01/2009,NA,1,unknown,NA
2007/2008,233,Waipu,NA,M-RW,C43984,8,BpG-M,C43879,10,2,28/01/2008,28/01/2008,28/01/2008,1,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,234,Waipu,NA,M-WpG,C28712,8,WB-M,C42539,15,1,19/11/2007,19/11/2007,19/11/2007,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,nest abandoned,NA,7/12/2007,18,NA,0,12/12/2007,23,0,Papakanui,W271,M-BY,C41563,1,15/12/2007,NA,NA,NA,disappeared,presumed predated,22/12/2007,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,234,Waipu,NA,M-WpG,C28712,8,WB-M,C42539,15,1,21/11/2007,21/11/2007,21/11/2007,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,nest abandoned,NA,7/12/2007,16,NA,0,12/12/2007,23,0,Papakanui,W271,M-BY,C41563,1,15/12/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75801,30/12/2008,NA,1,11/01/2008,NA
2007/2008,235,Waipu,NA,M-WpG,C28712,8,WB-M,C42539,15,2,4/01/2008,unknown,21/12/2007,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,13/01/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69023,31/12/2008,NA,1,unknown,NA
2007/2008,235,Waipu,NA,M-WpG,C28712,8,WB-M,C42539,15,2,4/01/2008,unknown,23/12/2007,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,failed to hatch,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,236,Waipu,NA,Y-BM,C41573,4,Y-RM,C41574,4,1,22/11/2007,22/11/2007,22/11/2007,2,1,26/11/2007,1,NA,NA,NA,0,NA,NA,ai,high tide washed over,NA,26/11/2007,4,NA,unknown,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,died at zoo,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,236,Waipu,NA,Y-BM,C41573,4,Y-RM,C41574,4,1,24/11/2007,24/11/2007,24/11/2007,2,1,26/11/2007,1,NA,NA,NA,0,NA,NA,ai,high tide washed over,NA,26/11/2007,2,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,embryonic death,26/11/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,263,Papakanui,NA,WpG-M,C42541,15,B-RM,C41571,4,3,unknown,unknown,NA,1,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,unbanded,NA,NA,1,unknown,"nest never found, unbanded chick discovered on 09/02/2008"
2007/2008,264,Papakanui,NA,WpG-M,C42541,15,B-RM,C41571,4,1,3/11/2007,unknown,2/11/2007,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,pred,pred unknown,6/11/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,264,Papakanui,NA,WpG-M,C42541,15,B-RM,C41571,4,1,3/11/2007,unknown,2/11/2007,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,pred,pred unknown,6/11/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,265,Papakanui,NA,nil-M,C42540,15,B-pGM,C41570,5,1,8/11/2007,unknown,8/11/2007,2,1,15/11/2007,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,15/11/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,265,Papakanui,NA,nil-M,C42540,15,B-pGM,C41570,5,1,8/11/2007,unknown,8/11/2007,2,1,15/11/2007,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,15/11/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,267,Papakanui,NA,WpG-M,C42541,15,B-RM,C41571,4,2,20/11/2007,20/11/2007,20/11/2007,1,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,faied to hatch,infertile,28/11/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,268,Papakanui,NA,nil-M,C42540,15,B-pGM,C41570,5,2,4/12/2007,4/12/2007,4/12/2007,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,disturbed WFT,10/12/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,268,Papakanui,NA,nil-M,C42540,15,B-pGM,C41570,5,2,5/12/2007,5/12/2007,5/12/2007,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,disturbed WFT,10/12/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,270,Papakanui,NA,nil-M,C42540,15,B-pGM,C41570,5,3,19/12/2007,19/12/2007,19/12/2007,2,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,21/12/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,270,Papakanui,NA,nil-M,C42540,15,B-pGM,C41570,5,3,21/12/2007,21/12/2007,21/12/2007,2,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,21/12/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,PA2712,Pakiri,NA,M-WR,C28703,8,M-YW,C28709,8,1,4/12/2007,4/12/2007,4/12/2007,1,1,unknown,1,NA,NA,NA,0,NA,NA,multi,natural,NA,7/12/2007,3,NA,0,unknown,unknown,0,Pakiri,PA2271,M-WR,C28703,0,NA,no hatch,embryo death,1/01/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,PA2713,Pakiri,NA,M-WR,C28703,8,M-YW,C28709,8,2,21/12/2007,21/12/2007,23/12/2007,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,no hatch,embryo death,22/12/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,PA2713,Pakiri,NA,M-WR,C28703,8,M-YW,C28709,8,2,21/12/2007,21/12/2007,23/12/2007,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,15/01/2008,NA,NA,NA,abandon,tide/storm,20/01/2008,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,W271,Papakanui,NA,M-BY,C41563,6,M-RB,C41557,7,1,4/12/2007,unknown,4/12/2007,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,to make room for Waipu eggs,NA,11/12/2007,7,NA,10,21/12/2007,17,0,Papakanui,270,nil-M,C42750,0,NA,abandon,inundated by tided,24/12/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2007/2008,W271,Papakanui,NA,M-BY,C41563,6,M-RB,C41557,7,1,4/12/2007,unknown,4/12/2007,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,to make room for Waipu eggs,NA,11/12/2007,7,NA,10,21/12/2007,17,0,Papakanui,270,nil-M,C42750,0,NA,abandon,inundated by tided,24/12/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2008/2009,237,Waipu,NA,M-WpG,C28712,9,WB-M,C42539,16,1,11/11/2008,unknown,11/11/2008,2,1,12/11/2008,1,NA,NA,NA,0,NA,NA,ai,weather,NA,12/11/2008,1,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,no hatch,embryo death,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2008/2009,237,Waipu,NA,M-WpG,C28712,9,WB-M,C42539,16,1,11/11/2008,unknown,11/11/2008,2,1,12/11/2008,1,NA,NA,NA,0,NA,NA,ai,weather,NA,12/11/2008,1,"on way out to Mangawhai nest, weather turned so egg held overnight in incubator",18,30/11/2008,19,0,Mangawhai,239,pGB-M,C43785,0,NA,removed 5 days after hatching due date,died hatching,4/12/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2008/2009,238,Waipu,NA,M-KB,C69006,3,BpG-M,C43879,11,1,15/11/2008,15/11/2008,15/11/2008,2,1,20/11/2008,1,NA,NA,NA,0,NA,NA,ai,weather,NA,20/11/2008,5,NA,12,2/12/2008,17,0,Papakanui,249,nil-M,C42750,0,NA,removed,embryo death,23/12/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2008/2009,238,Waipu,NA,M-KB,C69006,3,BpG-M,C43879,11,1,17/11/2008,17/11/2008,17/11/2008,2,1,20/11/2008,1,NA,NA,NA,0,NA,NA,ai,weather,NA,20/11/2008,3,NA,6,NA,NA,0,NA,NA,NA,NA,0,NA,no hatch,embryo death,26/11/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2008/2009,239,Mangawhai,NA,pGB-M,C43785,9,Y-WM,C44015,5,1,19/11/2008,19/11/2008,19/11/2008,1,1,unknown,1,NA,NA,NA,0,NA,NA,ai,storm,NA,22/11/2008,3,NA,unknown,NA,NA,0,NA,NA,NA,NA,0,NA,embryo death,failed to hatch,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2008/2009,240,Mangawhai,NA,M-BpG,C41566,7,unbanded male,unbanded male,NA,1,19/11/2008,19/11/2008,19/11/2008,2,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,22/11/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2008/2009,240,Mangawhai,NA,M-BpG,C41566,7,unbanded male,unbanded male,NA,1,20/11/2008,20/11/2008,20/11/2008,2,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,22/11/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2008/2009,241,Waipu,NA,Y-BM,C41573,5,Y-RM,C41574,5,1,21/11/2008,21/11/2008,21/11/2008,2,1,22/11/2008,1,NA,NA,NA,0,NA,NA,ai,weather,NA,22/11/2008,1,NA,unknown,NA,NA,1,NA,NA,NA,NA,0,NA,died during ai,embryo death,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
