season,nest_id,natalsite,egg_id,female_band,female_id,f_age,male_band,male_id,m_age,clutch_no,date_eggs_found,lay_date,estimated_lay,total_eggs_clutch,candled,candled_date,fertile,egg_length,egg_width,candling_weight,loss_parent,loss_id,date_parent_lost,egg_managed,management_reason,notes,eggs_recovered_date,age_recovered_eggs,notes_transfer,days_ai,date_egg_transferbackto_nest,age_donor_eggs,returned_remained_natal,foster_site,foster_nest_id,foster_f_band,foster_f_id,hatched,hatched_date,eggfail_outcome,eggfail_cause,eggfail_date,chickfail_outcome,chickfail_cause,chickfail_date,chick_transfer_date_zoo,notes_chick_transfer,age_chick_transfer,chick_captive_reared,days_chick_captive_reared,transfer_date_to_aviary,release_date_from_aviary,release_site,fledgling_id,band_date,chick_weight_banding,fledged,fledge_date,comments
2010/2011,290,Mangawhai,NA,M-YB,C41553,10,M-KW,C69004,5,2,30/12/2010,unknown,30/12/2010,1,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,disappeared,human,3/12/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2010/2011,291,Papakanui,NA,M-YK,C69013,4,B-pGM,C41570,8,1,1/12/2010,unknown,1/12/2010,2,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,26/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2010/2011,291,Papakanui,NA,M-YK,C69013,4,B-pGM,C41570,8,1,1/12/2010,unknown,1/12/2010,2,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,26/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2011/2012,292,Papakanui,NA,WpG-M,C42541,19,B-RM,C41571,8,1,29/10/2011,unknown,29/10/2011,1,1,3/11/2011,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,"taken to zoo after abaondoned for 1 day for ai and then discovered to be dead-listed as infertile but possibly embryo death, previously this pair laid fertile eggs?",0,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,buried sand,3/11/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2011/2012,293,Papakanui,NA,WpG-M,C42541,19,B-RM,C41571,8,2,13/11/2011,12/11/2011,12/11/2011,2,1,18/11/2011,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,5/12/2011,NA,NA,NA,malnourished,poor weather,12/12/2011,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2011/2012,293,Papakanui,NA,WpG-M,C42541,19,B-RM,C41571,8,2,13/11/2011,12/11/2011,12/11/2011,2,1,18/11/2011,1,NA,NA,NA,1,C42541,14/12/2011,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,5/12/2011,NA,NA,NA,exposure,"heavy rain, ony 1 parent attending",15/12/2011,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2011/2012,294,Pakiri,NA,M-WR,C28703,12,Y-M,C75803,3,1,11/11/2011,10/11/2011,10/11/2011,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,3/12/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75822,22/12/2011,NA,1,2/01/2012,NA
2011/2012,294,Pakiri,NA,M-WR,C28703,12,Y-M,C75803,3,1,12/11/2011,12/11/2011,12/11/2011,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,3/12/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75821,22/12/2011,NA,1,2/01/2012,NA
2011/2012,295,Waipu,NA,M-pGR,C41567,10,R-RM,C69027,3,1,8/11/2011,unknown,8/11/2011,1,1,25/11/2011,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,2/12/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69039,21/12/2011,66,1,unknown,NA
2011/2012,296,Waipu,NA,M-nil,C41566,10,BpG-M,C43879,14,1,13/11/2011,unknown,12/11/2011,1,1,25/11/2011,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,5/12/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75900,24/12/2011,59,1,unknown,NA
2011/2012,297,Papakanui,NA,M-YK,C69013,5,B-pGM,C41570,9,1,18/11/2011,18/11/2011,18/11/2011,2,1,23/11/2011,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,28/11/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2011/2012,297,Papakanui,NA,M-YK,C69013,5,B-pGM,C41570,9,1,19/11/2011,19/11/2011,19/11/2011,2,1,23/11/2011,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,28/11/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2011/2012,298,Mangawhai,NA,RpG-M,C43876,14,RB-M,C43875,14,1,19/11/2011,19/11/2011,19/11/2011,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,14/12/2011,NA,NA,NA,predated,harrier,18/12/2011,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2011/2012,298,Mangawhai,NA,RpG-M,C43876,14,RB-M,C43875,14,1,21/11/2011,21/11/2011,21/11/2011,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,15/12/2011,NA,NA,NA,predated,harrier,18/12/2011,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2011/2012,299,Mangawhai,NA,M-YB,C41553,11,M-KW,C69004,6,1,5/12/2011,5/12/2011,5/12/2011,2,1,11/12/2011,1,34.44,25.87,12.15,0,NA,NA,ai,abandoned,NA,11/12/2011,6,NA,8,19/12/2012,14,0,Mangawhai,302,M-pGK,C69011,0,NA,died hatching,failed to hatch,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2011/2012,299,Mangawhai,NA,M-YB,C41553,11,M-KW,C69004,6,1,7/12/2011,7/12/2011,7/12/2011,2,1,11/12/2011,1,34.42,26.59,12.16,0,NA,NA,ai,abandoned,NA,11/12/2011,4,NA,12,23/12/2012,16,0,Mangawhai,302,M-pGK,C69011,0,NA,failed to hatch,failed to hatch,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2011/2012,300,Mangawhai,NA,RpG-M,C43876,14,RB-M,C43875,14,2,4/01/2012,4/01/2012,4/01/2012,1,1,unknown,1,NA,NA,NA,0,NA,NA,donate,to encourage relay,NA,8/01/2012,4,NA,0,8/01/2012,4,0,Mangawhai,302,M-pGK,C69011,0,NA,abandoned,parents had been on nest for 61 days,27/01/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2011/2012,301,Mangawhai,NA,M-YB,C41553,11,M-KW,C69004,6,2,24/12/2011,unknown,22/12/2011,2,0,NA,1,NA,NA,NA,0,NA,7/01/2012,donate,f disappeared but bred following yr,f disappeared but bred following yr,8/01/2012,17,NA,0,8/01/2012,17,0,Mangawhai,300,RpG-M,C43876,1,14/01/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75899,3/02/2012,56,1,unknown,NA
2011/2012,301,Mangawhai,NA,M-YB,C41553,11,M-KW,C69004,6,2,24/12/2011,unknown,24/12/2011,2,0,NA,1,NA,NA,NA,0,NA,7/01/2012,donate,f disappeared but bred following yr,f disappeared but bred following yr,8/01/2012,17,NA,0,8/01/2012,17,0,Mangawhai,300,RpG-M,C43876,1,15/01/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75898,3/02/2012,59,1,unknown,NA
2011/2012,302,Mangawhai,NA,M-pGK,C69011,5,YM-B,C69024,4,1,19/11/2012,unknown,18/11/2012,1,1,5/12/2011,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,no hatch,embryo death,10/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2012/2013,303,Waipu,NA,M-pGR,C41567,11,R-RM,C69027,4,1,19/11/2012,unknown,19/11/2012,2,1,7/12/2012,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,no hatch,embryo death,20/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2012/2013,303,Waipu,NA,M-pGR,C41567,11,R-RM,C69027,4,1,19/11/2012,unknown,19/11/2012,2,1,7/12/2012,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,no hatch,embryo death,20/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2012/2013,304,Waipu,NA,M-nil,C41566,11,BPg-M,C43879,15,1,21/11/2012,21/11/2012,21/11/2012,2,1,11/12/2012,1,NA,NA,NA,0,NA,NA,moved,reduce risk,was meant to swap with one egg clutch so less eggs at waipu but other pakiri clutch also had 2!,11/12/2012,20,NA,0,11/12/2012,20,0,Pakiri,305,M-WR,C28703,1,17/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75896,5/01/2013,50,1,unknown,NA
2012/2013,304,Waipu,NA,M-nil,C41566,11,BPg-M,C43879,15,1,24/11/2013,24/11/2013,24/11/2013,2,1,11/12/2012,1,NA,NA,NA,0,NA,NA,moved,reduce risk,was meant to swap with one egg clutch so less eggs at waipu but other pakiri clutch also had 2!,11/12/2012,17,NA,0,11/12/2012,17,0,Pakiri,305,M-WR,C28703,1,17/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75897,5/01/2013,56,1,unknown,NA
2012/2013,305,Pakiri,NA,M-WR,C28703,13,Y-M,C75803,4,1,24/11/2012,24/11/2012,24/11/2012,2,1,unknown,1,NA,NA,NA,0,NA,NA,donate,to make room for waipu eggs,NA,11/12/2012,17,initially went to Waipu nest 304 for 2 days and then moved again because of inundation risk,0,13/12/2012,19,0,Mangawhai,308,M-YB,C41553,1,17/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75895,6/01/2013,64,1,unknown,NA
2012/2013,305,Pakiri,NA,M-WR,C28703,13,Y-M,C75803,4,1,11/12/2012,unknown,27/11/2012,2,1,unknown,1,NA,NA,NA,0,NA,NA,donate,to make room for waipu eggs,NA,11/12/2012,14,initially went to Waipu nest 304 for 2 days and then moved again because of inundation risk,0,13/12/2012,16,0,Mangawhai,308,M-YB,C41553,0,NA,no hatch,parents stopped incubating,20/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2012/2013,306,Te Arai,NA,M-PgK,C69011,6,YM-nil,C69024,5,1,28/11/2012,28/11/2012,28/11/2012,2,unknown,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,tide/storm,6/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2012/2013,306,Te Arai,NA,M-PgK,C69011,6,YM-nil,C69024,5,1,28/11/2012,28/11/2012,28/11/2012,2,unknown,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,tide/storm,6/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2012/2013,307,Mangawhai,NA,RpG-M,C43876,15,RB-M,C43875,15,1,28/11/2012,28/11/2012,28/11/2012,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,21/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75823,9/01/2013,63,1,unknown,NA
2012/2013,307,Mangawhai,NA,RpG-M,C43876,15,RB-M,C43875,15,1,1/12/2012,unknown,1/12/2012,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,22/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75824,9/01/2013,62,1,unknown,NA
2012/2013,308,Mangawhai,NA,M-YB,C41553,12,M-KW,C69004,7,1,4/12/2012,unknown,4/12/2012,2,1,13/12/2012,1,NA,NA,NA,0,NA,NA,ai,to make room for 2 other eggs,NA,13/12/2012,9,NA,7,20/12/2012,16,0,Waipu,303,M-pGR,C41567,1,28/12/2012,NA,NA,NA,pred,suspected blackback gull,6/01/2013,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2012/2013,308,Mangawhai,NA,M-YB,C41553,12,M-KW,C69004,7,1,5/12/2012,unknown,5/12/2012,2,1,13/12/2012,1,NA,NA,NA,0,NA,NA,ai,to make room for 2 other eggs,NA,13/12/2012,8,NA,7,20/12/2012,15,0,Waipu,303,M-pGR,C41567,0,NA,disappeared,suspected predation,31/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2012/2013,309,Mangawhai,NA,KB-M,C75806,3,YM-R,C69023,5,1,5/12/2012,5/12/2012,5/12/2012,1,1,18/12/2012,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,damage,5/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2012/2013,310,Papakanui,NA,M-YK,C69013,6,B-RM,C41571,9,1,20/12/2012,unknown,20/12/2012,2,1,unknown,0,NA,NA,NA,0,NA,NA,ai,threat of sand blows,NA,21/12/2012,1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,no hatch,infertile,21/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2012/2013,310,Papakanui,NA,M-YK,C69013,6,B-RM,C41571,9,1,20/12/2012,unknown,20/12/2012,2,1,unknown,1,NA,NA,NA,0,NA,NA,removed_dead,threat of sand blows,NA,21/12/2012,1,NA,unknown,NA,NA,1,NA,NA,NA,NA,0,NA,no hatch,embryo death,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2012/2013,311,Poutawa,NA,M-PgK,C69011,6,YM-nil,C69024,5,2,16/12/2012,unknown,16/12/2012,2,1,20/12/2012,0,NA,NA,NA,0,NA,NA,none,NA,NA brought to zoo on 20/12 - clear,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,20/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2012/2013,311,Poutawa,NA,M-PgK,C69011,6,YM-nil,C69024,5,2,16/12/2012,unknown,16/12/2012,2,1,20/12/2012,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,20/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2013/2014,312,Waipu,NA,M-nil,C41566,12,BPg-M,C43879,11,1,2/11/2013,2/11/2013,2/11/2013,2,1,17/11/2013,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,did not hatch,embryo death,26/11/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2013/2014,312,Waipu,NA,M-nil,C41566,12,BPg-M,C43879,11,1,4/11/2013,4/11/2013,4/11/2013,2,1,17/11/2013,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,26/11/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75825,16/12/2014,64.5,1,Unknown,NA
2013/2014,313,Mangawhai,NA,RpG-M,C43876,16,RB-M,C43875,16,1,5/11/2013,5/11/2013,5/11/2013,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,29/11/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75826,20/12/2013,61,1,unknown,NA
2013/2014,313,Mangawhai,NA,RpG-M,C43876,16,RB-M,C43875,16,1,7/11/2013,7/11/2013,7/11/2013,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,30/11/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75894,20/12/2013,67,1,unknown,NA
2013/2014,314,Mangawhai,NA,KPg-M,C75805,4,M-R,C75801,6,1,7/11/2013,7/11/2013,7/11/2013,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,1/12/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,unbanded,NA,NA,1,NA,NA
2013/2014,314,Mangawhai,NA,KPg-M,C75805,4,M-R,C75801,6,1,9/11/2013,9/11/2013,9/11/2013,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,1/12/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75827,24/12/2013,NA,1,unknown,NA
2013/2014,315,Mangawhai,NA,KB-M,C75806,4,YM-R,C69023,6,1,13/11/2013,unknown,13/11/2013,1,1,25/11/2013,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,6/12/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75828,24/12/2013,63,1,unknown,NA
2013/2014,316,Mangawhai,NA,M-nil (YB),C41553,13,M-KW,C69004,8,1,13/11/2013,13/11/2013,13/11/2013,2,1,25/11/2013,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,9/11/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75892,29/12/2013,56,1,unknown,NA
2013/2014,316,Mangawhai,NA,M-nil (YB),C41553,13,M-KW,C69004,8,1,15/11/2013,15/11/2013,15/11/2013,2,1,25/11/2013,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,12/11/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75891,29/12/2013,55,1,unknown,NA
2013/2014,317,Mangawhai,NA,M-pGK,C69011,7,YM-nil,C69024,6,1,13/11/2013,unknown,13/11/2013,2,1,25/11/2013,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,25/11/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2013/2014,317,Mangawhai,NA,M-pGK,C69011,7,YM-nil,C69024,6,1,15/11/2013,unknown,15/11/2013,2,1,25/11/2013,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,25/11/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2013/2014,318,Pakiri,NA,M-WR,C28703,14,Y-M,C75803,5,1,16/11/2013,16/11/2013,16/11/2013,2,0,NA,1,NA,NA,NA,1,C75803,1/01/2014,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,9/12/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75893,27/12/2013,61,1,31/12/2013,ranger suppemented chicks w fish after m disappeared
2013/2014,318,Pakiri,NA,M-WR,C28703,14,Y-M,C75803,5,1,22/11/2013,unknown,20/11/2013,2,0,NA,1,NA,NA,NA,1,C75803,1/01/2014,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,13/12/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75890,31/12/2013,60,1,unknown,ranger suppemented chicks w fish after m disappeared
2013/2014,319,Papakanui,NA,M-YK,C69013,7,B-RM,C41571,10,1,19/11/2013,unknown,19/11/2013,2,1,24/11/2013,1,NA,NA,NA,0,NA,NA,ai,predator sign nearby,straight to zoo,24/11/2013,5,NA,14,8/12/2013,19,0,Mangawhai,317,M-pGK,C69011,1,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75889,1/01/2014,57,1,unknown,NA
2013/2014,319,Papakanui,NA,M-YK,C69013,7,B-RM,C41571,10,1,21/11/2013,21/11/2013,21/11/2013,2,1,24/11/2013,1,NA,NA,NA,0,NA,NA,ai,predator sign nearby,straight to zoo,24/11/2013,5,NA,14,8/12/2013,19,0,Mangawhai,317,M-pGK,C69011,1,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75888,1/01/2014,61,1,unknown,NA
2013/2014,320,Papakanui,NA,W-BM,C75900,2,B-pGM,C41570,11,1,25/11/2013,25/11/2013,25/11/2013,1,1,28/11/2013,0,NA,NA,NA,0,NA,NA,none,NA,NA,25/11/2013,0,candled few days later and demme infertie,2,NA,NA,1,NA,NA,NA,NA,0,NA,removed from ai at zoo,infertile,28/11/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2013/2014,321,Papakanui,NA,M-YK,C69013,7,B-RM,C41571,10,2,7/12/2013,7/12/2013,7/12/2013,2,1,17/12/2013,1,NA,NA,NA,0,NA,NA,ai,windblown sand,NA,17/12/2013,10,straight to zoo,7,24/12/2013,17,1,NA,NA,NA,NA,0,NA,abandon,buried by sand,24/12/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2013/2014,321,Papakanui,NA,M-YK,C69013,7,B-RM,C41571,10,2,7/12/2013,7/12/2013,7/12/2013,2,1,17/12/2013,0,NA,NA,NA,0,NA,NA,none,windblown sand,NA,17/12/2013,10,straight to zoo,0,24/12/2013,17,1,NA,NA,NA,NA,0,NA,did not hatch,infertile,17/12/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,this egg despite being cndled and deemed infertile was stil put back out to nest
2013/2014,M318,Mangawhai,NA,M-pGR,C41567,12,R-RM,C69027,5,1,23/11/2013,unknown,23/11/2013,2,1,8/12/2013,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,8/12/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2013/2014,M318,Mangawhai,NA,M-pGR,C41567,12,R-RM,C69027,5,1,25/11/2013,unknown,25/11/2013,2,1,8/12/2013,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,8/12/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,322,Mangawhai,NA,KB-M,C75806,5,YM-R,C69023,7,1,25/10/2014,25/10/2014,25/10/2014,2,0,NA,1,NA,NA,NA,0,NA,NA,ai,"storm, no incubation",NA,15/11/2014,21,kept overnight in chicken brooder,1,16/11/2014,22,1,NA,NA,NA,NA,1,19/11/2014,NA,NA,NA,exposure,4 day storm,18/12/2014,NA,NA,NA,0,0,NA,NA,NA,C75885,9/12/2014,58,0,NA,NA
2014/2015,322,Mangawhai,NA,KB-M,C75806,5,YM-R,C69023,7,1,27/10/2014,27/10/2014,27/10/2014,2,0,NA,1,NA,NA,NA,0,NA,NA,ai,"storm, no incubation",NA,15/11/2014,19,kept overnight in chicken brooder,1,16/11/2014,20,1,NA,NA,NA,NA,1,19/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75884,9/12/2014,NA,1,unknown,NA
2014/2015,333,Mangawhai,NA,RpG-M,C43876,17,RB-M,C43875,17,1,27/10/2014,27/10/2014,27/10/2014,2,1,7/11/2014,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,21/11/2014,NA,NA,NA,abandon,tide/storm,14/12/2014,NA,NA,NA,0,0,NA,NA,NA,C75886,9/12/2014,59,0,NA,perished in 4 day storm 14-18 dec
2014/2015,333,Mangawhai,NA,RpG-M,C43876,17,RB-M,C43875,17,1,29/10/2014,unknown,29/10/2014,2,1,7/11/2014,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,22/11/2014,NA,NA,NA,abandon,tide/storm,14/12/2014,NA,NA,NA,0,0,NA,NA,NA,C75887,9/12/2014,56,0,NA,perished in 4 day storm 14-18 dec
2014/2015,334,Mangawhai,NA,M-pGR,C41567,13,R-RM,C69027,6,1,25/10/2014,25/10/2014,25/10/2014,2,1,14/11/2014,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,14/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,334,Mangawhai,NA,M-pGR,C41567,13,R-RM,C69027,6,1,27/10/2014,27/10/2014,27/10/2014,2,1,14/11/2014,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,14/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
